,해양사고발생_년도,해양사고발생_월,해양사고발생_일,사고유형_통계,CHECK_DATE,CHECK_LOC,CHECK_TWO,CHECK_TWO11,CHECK_TWO12,CHECK_TWO21,CHECK_TWO22,CHECK_TWO23,CHECK_TWO24,CHECK_TWO31,CHECK_TWO41,CHECK_TWO51,CHECK_TWO52,CHECK_TWO53,CHECK_TWO54,CHECK_TWO55,CHECK_TWO56,CHECK_TWO61,CHECK_TWO62,CHECK_TWO63,CHECK_TWO64,CHECK_TWO65,CHECK_TWO71,CHECK_TWO72,CHECK_TWO73,CHECK_TWO81,CHECK_TWO82,CHECK_TWO83,CHECK_TWO84,CHECK_TWO91,CHECK_TWO92,CHECK_TWO93,CHECK_TWO94,CHECK_TWO101,CHECK_TWO102,CHECK_TWO111,CHECK_TWO112,CHECK_TWO113,CHECK_TWO73_FISH,CHECK_TWO74_FISH,CHECK_TWO74,CHECK_TWO221,CHECK_TWO222,CHECK_TWO223,CHECK_TWO25,CHECK_TWO26,CHECK_TWO42,CHECK_TWO43,CHECK_541_KIND1,CHECK_541_QTY1,CHECK_541_DATE1,CHECK_541_KIND2,CHECK_541_QTY2,CHECK_541_DATE2,CHECK_542_KIND1,CHECK_542_QTY1,CHECK_542_DATE1,CHECK_542_KIND2,CHECK_542_QTY2,CHECK_542_DATE2,CHECK_551_QTY1,CHECK_551_KIND2,CHECK_551_QTY2,CHECK_551_KIND3,CHECK_551_QTY3,CHECK_551_KIND4,CHECK_551_QTY4,CHECK_561_QTY1,CHECK_561_TO1,CHECK_561_QTY2,CHECK_561_TO2,CHECK_561_QTY3,CHECK_561_TO3,CHECK_561_QTY4,CHECK_561_TO4,CHECK_561_KIND4,CHECK_631_CHECK1,CHECK_631_CHECK2,CHECK_631_CHECK3,CHECK_TWO66,CHECK_TWO67,CHECK_671_QTY1,CHECK_671_QTY2,CHECK_671_QTY3,CHECK_671_QTY4,CHECK_671_QTY5,CHECK_671_QTY6,CHECK_671_QTY7,CHECK_671_QTY8,CHECK_671_QTY9,CHECK_671_QTY10,CHECK_671_QTY11,CHECK_671_QTY12,CHECK_671_QTY13,CHECK_671_QTY14,CHECK_671_QTY15,CHECK_671_QTY16,CHECK_TWO68,CHECK_TWO69,CHECK_TWO711,CHECK_TWO712,CHECK_TWO713,CHECK_TWO714,CHECK_TWO715,CHECK_TWO716,CHECK_TWO7171,CHECK_TWO7172,CHECK_TWO7173,CHECK_TWO7174,CHECK_TWO7175,CHECK_TWO7176,CHECK_TWO718,CHECK_7181_CHECK1,CHECK_7181_CHECK2,CHECK_7181_CHECK3,CHECK_7181_CHECK4,CHECK_TWO719,CHECK_TWO7110,CHECK_TWO7111,CHECK_TWO7112,CHECK_TWO7113,CHECK_TWO7114,CHECK_TWO7115,CHECK_TWO7116,CHECK_TWO7117,CHECK_7117_CHECK1,CHECK_7117_CHECK2,CHECK_7117_KIND2,CHECK_TWO721,CHECK_TWO722,CHECK_TWO723,CHECK_TWO741,CHECK_TWO742,CHECK_TWO75,CHECK_TWO85,CHECK_TWO86,CHECK_TWO95,CHECK_TWO96,CHECK_TWO103,CHECK_TWO104,CHECK_TWO114,CHECK_TWO121,CHECK_TWO122,CHECK_TWO131,CHECK_TWO132,CHECK_7171C1,CHECK_7171C2,CHECK_561_TO1_1,CHECK_561_TO2_1,NEW_NO
1056,2020.0,4.0,3.0,기관손상,2018.02.20.,연안부두,,V,X,V,,V,V,V,V,X,V,V,V,V,V,V,V,X,V,X,,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,V,V,V,V,X,,,SG-SV-15,1.0,17/02/21,,,,HYEL-134,1.0,19/02/01,,,,15.0,,,,4.0,,15.0,4.0,19/01/01,2.0,21/01/01,2.0,,,,,,,,X,V,,,,,6.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,N,X,X,X,V,X,X,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000122
1057,2020.0,4.0,3.0,기관손상,'19.04.25,연안부두,,V,X,V,,V,V,V,V,X,V,V,V,V,V,V,V,X,V,X,,,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,,V,V,V,V,X,,,SG-SV-15,1.0,19/04/23,,,,HYEL-134,1.0,21/10/01,,,,15.0,,,,4.0,,15.0,4.0,21/03/01,2.0,21/03/01,2.0,,,,,,,,X,V,,,,,6.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,N,Y,N,N,X,X,X,V,X,X,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000122
1058,2019.0,7.0,17.0,부유물감김,"선,기)2020.03.17.",경주 감포항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,SG-SV-10,1.0,19/02/14,,,,HYEL-134,1.0,21/02/01,,,,10.0,,,,4.0,,10.0,4.0,19/02/01,2.0,19/02/01,2.0,,,,,,,,X,V,2.0,,1.0,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,N,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,22/02/01,22/02/01,A00000123
1059,2010.0,11.0,8.0,화재폭발,2009.07.06/07.07,대림수산뒤편 방파제,,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000124
1060,2010.0,11.0,8.0,화재폭발,2010. 7. 22,남부민동,,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000124
1061,2018.0,9.0,27.0,기관손상,2019.06.18,울산 방어진항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,18/04/26,,,,햄머식,1.0,20/04/01,,,,10.0,,,,4.0,,10.0,4.0,,2.0,,2.0,,,,,,,,X,V,,,,,8.0,,1.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,20/05/01,20/05/01,A00000125
1062,2018.0,7.0,12.0,부유물감김,2014.05.30,감포,V,V,X,V,V,V,R,V,V,X,V,V,V,V,V,V,V,X,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,,V,V,V,V,X,,,팽창식 구명뗏목,1.0,13/04/08,,,,자동이탈,1.0,13/04/08,,,,10.0,,,고체식,4.0,,10.0,4.0,15/05/30,2.0,15/05/30,2.0,,,,,,,,X,V,2.0,,,,2.0,,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,Y,,,,X,X,X,X,X,V,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000126
1063,2018.0,7.0,12.0,부유물감김,2015.06.09,감포항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,제2종 팽창식구명뗏목,1.0,15/04/08,,,,SLG-83,1.0,15/04/08,,,,10.0,,,,4.0,,10.0,4.0,18/03/01,2.0,18/02/01,2.0,,,,,,,,X,V,2.0,,,,4.0,,1.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,X,X,X,X,X,V,Y,,,V,X,V,X,X,X,V,V,V,X,X,X,V,V,V,V,V,,,,,A00000126
1064,2018.0,7.0,12.0,부유물감김,"선)2017 6/30
기)2017 5/23, 5/25, 6/30","대우디젤, 감포항",V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,17/05/22,,,,Ve-1,1.0,20/05/01,,,,10.0,,,,4.0,,10.0,4.0,18/02/01,2.0,18/03/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/02/01,18/03/01,A00000126
1065,2018.0,7.0,12.0,부유물감김,"선)2019.04/23
기)2019.04/15,23","경주 감포조선, 감포항",V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,19/04/03,,,,Ve-1,1.0,21/10/01,,,,10.0,,,,4.0,,10.0,4.0,21/04/01,2.0,21/04/01,2.0,,,,,,,,X,V,2.0,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/04/01,21/04/01,A00000126
1066,2018.0,7.0,12.0,부유물감김,"선: 2020.06.03
기: 2020.06.03",경주 감포항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,팽창식,1.0,19/04/03,,,,Ve-1,1.0,21/10/01,,,,10.0,,,,4.0,,10.0,4.0,21/04/01,2.0,21/04/01,2.0,,,,,,,,X,V,2.0,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/04/01,21/04/01,A00000126
1067,2019.0,11.0,7.0,안전사고,"선)2019.04/23
기)2019.04/15,23","경주 감포조선, 감포항",V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,19/04/03,,,,Ve-1,1.0,21/10/01,,,,10.0,,,,4.0,,10.0,4.0,21/04/01,2.0,21/04/01,2.0,,,,,,,,X,V,2.0,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/04/01,21/04/01,A00000126
1068,2019.0,11.0,7.0,안전사고,"선: 2020.06.03
기: 2020.06.03",경주 감포항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,팽창식,1.0,19/04/03,,,,Ve-1,1.0,21/10/01,,,,10.0,,,,4.0,,10.0,4.0,21/04/01,2.0,21/04/01,2.0,,,,,,,,X,V,2.0,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/04/01,21/04/01,A00000126
1069,2011.0,10.0,1.0,기관손상,"2009.6/26,7/3","동성조선소,감포항",V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000127
1070,2011.0,10.0,1.0,기관손상,"2012.05/16,05/18",감포항,V,V,X,V,R,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000127
1071,2011.0,10.0,1.0,기관손상,2011.07/05,감포항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000127
1072,2009.0,8.0,22.0,기관손상,2009.10/12.,정량동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1073,2009.0,8.0,22.0,기관손상,"2011. 12/05, 08","진성디젤, 동호동",,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1074,2009.0,8.0,22.0,기관손상,"2013.04.02, 04.08, 04.10","인평조선소, 대동스크류, 정량동",V,V,X,V,R,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1075,2009.0,12.0,12.0,충돌,2009.10/12.,정량동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1076,2009.0,12.0,12.0,충돌,"2011. 12/05, 08","진성디젤, 동호동",,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1077,2009.0,12.0,12.0,충돌,"2013.04.02, 04.08, 04.10","인평조선소, 대동스크류, 정량동",V,V,X,V,R,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000128
1078,2016.0,12.0,2.0,기타,2015.01/19,동호동,V,V,X,V,V,V,V,V,V,X,V,V,-,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,X,V,X,V,V,V,,,V,V,V,V,V,X,V,V,제2종 구명뗏목,1.0,13/04/03,,,,자동이탈기,1.0,13/04/03,,,,11.0,,,,4.0,,11.0,4.0,16/11/01,2.0,16/11/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS 단말기,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000128
1079,2016.0,12.0,2.0,기타,2015.11.24,동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,제2종,1.0,15/03/30,,,,HAMMAR,1.0,17/03/01,,,,11.0,,,RING TYPE,4.0,,11.0,4.0,16/11/01,2.0,16/11/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000128
1080,2016.0,12.0,2.0,기타,"선)2018.01.25
기)2018.1/25,2/12",동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,V,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,팽창식,1.0,17/02/28,,,,수압자동이탈식,1.0,19/02/01,,,,6.0,,,RING TYPE,4.0,,6.0,4.0,18/06/01,2.0,18/06/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000128
1081,2010.0,2.0,5.0,충돌,2009.5/14,속초항,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1082,2010.0,2.0,5.0,충돌,2010.3.18 / 4.5,"칠성조선소,속초항",V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1083,2010.0,2.0,5.0,충돌,2012.04.18,교동항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1084,2010.0,10.0,7.0,부유물감김,2009.5/14,속초항,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1085,2010.0,10.0,7.0,부유물감김,2010.3.18 / 4.5,"칠성조선소,속초항",V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1086,2010.0,10.0,7.0,부유물감김,2012.04.18,교동항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1087,2017.0,12.0,17.0,기관손상,"선)2014.7/8
기)2014.4/02, 6/23, 7/8","진일기계, 대창조선소, 중앙동",V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000129
1088,2017.0,12.0,17.0,기관손상,"선, 기 : 2015. 07. 03",교동항,V,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,X,X,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,14/03/31,,,,자동이탈기,1.0,14/03/31,,,,10.0,,,,4.0,,10.0,4.0,18/06/01,2.0,18/05/01,2.0,,,,,,,,X,V,6.0,,1.0,,,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,X,X,X,V,,Y,EPIRB 등,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/06/01,18/05/01,A00000129
1089,2017.0,12.0,17.0,기관손상,"선:2017.06/13
기:2017.06/01,06/13","대창조선, 속초항",V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,15/06/29,,,,자동이탈기,1.0,15/03/03,,,,10.0,,,,4.0,,10.0,4.0,18/06/01,2.0,18/05/01,2.0,,,,,,,,X,V,9.0,,0.0,,2.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,X,X,X,V,Y,Y,EPIRB,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/06/01,18/05/01,A00000129
1090,2019.0,7.0,17.0,기관손상,"선,기 : 2019.05/22",속초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15,1.0,18/04/19,,,,SEAMATE,1.0,21/04/01,,,,10.0,,,,4.0,,10.0,4.0,18/05/01,2.0,18/05/01,2.0,,,,,,,,X,V,6.0,,0.0,,3.0,,1.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,EPIRB 등,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/05/01,21/05/01,A00000129
1091,2020.0,3.0,15.0,기관손상,"선,기 : 2019.05/22",속초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15,1.0,18/04/19,,,,SEAMATE,1.0,21/04/01,,,,10.0,,,,4.0,,10.0,4.0,18/05/01,2.0,18/05/01,2.0,,,,,,,,X,V,6.0,,0.0,,3.0,,1.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,Y,X,X,X,V,X,V,X,X,V,Y,Y,EPIRB 등,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,21/05/01,21/05/01,A00000129
1092,2015.0,1.0,10.0,부유물감김,"2015.3/2, 3/9",제주항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15A,1.0,14/02/14,,,,SGL-83,1.0,14/02/14,,,,12.0,,,,4.0,,12.0,4.0,17/01/01,2.0,17/01/01,2.0,,,,,,,,X,V,,,,,4.0,,1.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000130
1093,2015.0,1.0,10.0,부유물감김,2016.2/,제주항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15A,1.0,,,,,SGL-83,1.0,,,,,12.0,,,,4.0,,12.0,4.0,17/01/01,2.0,17/01/01,2.0,,,,,,,,X,V,,,,,4.0,,1.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000130
1094,2015.0,1.0,10.0,부유물감김,"선:2017.05/19
기:2017.05/19",완도항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15A,1.0,16/02/12,,,,KOSMOA INC,1.0,19/02/01,,,,12.0,,,고체식,4.0,,12.0,4.0,,2.0,,2.0,,,,,,,,V,V,,,,,5.0,,,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,19/01/01,19/01/01,A00000130
1095,2015.0,1.0,10.0,부유물감김,"선체 : 2018. 3/2
기관 : 2018. 2/23, 3/2","제주조선소, 제주항",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-SV-15,1.0,18/02/28,,,,HYEL-134,1.0,20/03/01,,,,12.0,,,고체식,4.0,,12.0,4.0,,2.0,,2.0,,,,,,,,V,V,,,,,5.0,,,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,19/01/01,19/01/01,A00000130
