,해양사고발생_년도,해양사고발생_월,해양사고발생_일,사고유형_통계,CHECK_DATE,CHECK_LOC,CHECK_TWO,CHECK_TWO11,CHECK_TWO12,CHECK_TWO21,CHECK_TWO22,CHECK_TWO23,CHECK_TWO24,CHECK_TWO31,CHECK_TWO41,CHECK_TWO51,CHECK_TWO52,CHECK_TWO53,CHECK_TWO54,CHECK_TWO55,CHECK_TWO56,CHECK_TWO61,CHECK_TWO62,CHECK_TWO63,CHECK_TWO64,CHECK_TWO65,CHECK_TWO71,CHECK_TWO72,CHECK_TWO73,CHECK_TWO81,CHECK_TWO82,CHECK_TWO83,CHECK_TWO84,CHECK_TWO91,CHECK_TWO92,CHECK_TWO93,CHECK_TWO94,CHECK_TWO101,CHECK_TWO102,CHECK_TWO111,CHECK_TWO112,CHECK_TWO113,CHECK_TWO73_FISH,CHECK_TWO74_FISH,CHECK_TWO74,CHECK_TWO221,CHECK_TWO222,CHECK_TWO223,CHECK_TWO25,CHECK_TWO26,CHECK_TWO42,CHECK_TWO43,CHECK_541_KIND1,CHECK_541_QTY1,CHECK_541_DATE1,CHECK_541_KIND2,CHECK_541_QTY2,CHECK_541_DATE2,CHECK_542_KIND1,CHECK_542_QTY1,CHECK_542_DATE1,CHECK_542_KIND2,CHECK_542_QTY2,CHECK_542_DATE2,CHECK_551_QTY1,CHECK_551_KIND2,CHECK_551_QTY2,CHECK_551_KIND3,CHECK_551_QTY3,CHECK_551_KIND4,CHECK_551_QTY4,CHECK_561_QTY1,CHECK_561_TO1,CHECK_561_QTY2,CHECK_561_TO2,CHECK_561_QTY3,CHECK_561_TO3,CHECK_561_QTY4,CHECK_561_TO4,CHECK_561_KIND4,CHECK_631_CHECK1,CHECK_631_CHECK2,CHECK_631_CHECK3,CHECK_TWO66,CHECK_TWO67,CHECK_671_QTY1,CHECK_671_QTY2,CHECK_671_QTY3,CHECK_671_QTY4,CHECK_671_QTY5,CHECK_671_QTY6,CHECK_671_QTY7,CHECK_671_QTY8,CHECK_671_QTY9,CHECK_671_QTY10,CHECK_671_QTY11,CHECK_671_QTY12,CHECK_671_QTY13,CHECK_671_QTY14,CHECK_671_QTY15,CHECK_671_QTY16,CHECK_TWO68,CHECK_TWO69,CHECK_TWO711,CHECK_TWO712,CHECK_TWO713,CHECK_TWO714,CHECK_TWO715,CHECK_TWO716,CHECK_TWO7171,CHECK_TWO7172,CHECK_TWO7173,CHECK_TWO7174,CHECK_TWO7175,CHECK_TWO7176,CHECK_TWO718,CHECK_7181_CHECK1,CHECK_7181_CHECK2,CHECK_7181_CHECK3,CHECK_7181_CHECK4,CHECK_TWO719,CHECK_TWO7110,CHECK_TWO7111,CHECK_TWO7112,CHECK_TWO7113,CHECK_TWO7114,CHECK_TWO7115,CHECK_TWO7116,CHECK_TWO7117,CHECK_7117_CHECK1,CHECK_7117_CHECK2,CHECK_7117_KIND2,CHECK_TWO721,CHECK_TWO722,CHECK_TWO723,CHECK_TWO741,CHECK_TWO742,CHECK_TWO75,CHECK_TWO85,CHECK_TWO86,CHECK_TWO95,CHECK_TWO96,CHECK_TWO103,CHECK_TWO104,CHECK_TWO114,CHECK_TWO121,CHECK_TWO122,CHECK_TWO131,CHECK_TWO132,CHECK_7171C1,CHECK_7171C2,CHECK_561_TO1_1,CHECK_561_TO2_1,NEW_NO
3303,2017.0,9.0,12.0,기타,"선체, 기관> 2017. 6.5",군산 해망동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,수압식,1.0,20/05/01,(SEAMATE Ve.1-DMI),,,12.0,,,고체식,4.0,전지식,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000481
3304,2017.0,9.0,12.0,기타,2018.09.04,군산 해망동,V,V,V,V,V,V,V,V,V,X,V,-,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,SEAMATE,1.0,20/05/01,,,,12.0,,,,4.0,,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,V,X,V,V,V,V,V,,,,,A00000481
3305,2018.0,1.0,7.0,기관손상,"선체) 2015. 7.22./9.8
기관) 2015. 7.22.","해망동,해양조선소",V,V,X,V,V,V,V,V,V,V,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,15/09/08,,,,HYEL-111,1.0,15/09/08,,,,12.0,,,고체식,4.0,전지식,12.0,4.0,16/07/01,2.0,16/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,16/07/01,16/06/01,A00000481
3306,2018.0,1.0,7.0,기관손상,"선체, 기관> 2017. 6.5",군산 해망동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,수압식,1.0,20/05/01,(SEAMATE Ve.1-DMI),,,12.0,,,고체식,4.0,전지식,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000481
3307,2018.0,1.0,7.0,기관손상,2018.09.04,군산 해망동,V,V,V,V,V,V,V,V,V,X,V,-,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,SEAMATE,1.0,20/05/01,,,,12.0,,,,4.0,,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,V,X,V,V,V,V,V,,,,,A00000481
3308,2018.0,8.0,30.0,안전사고,"선체) 2015. 7.22./9.8
기관) 2015. 7.22.","해망동,해양조선소",V,V,X,V,V,V,V,V,V,V,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,15/09/08,,,,HYEL-111,1.0,15/09/08,,,,12.0,,,고체식,4.0,전지식,12.0,4.0,16/07/01,2.0,16/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,16/07/01,16/06/01,A00000481
3309,2018.0,8.0,30.0,안전사고,"선체, 기관> 2017. 6.5",군산 해망동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,수압식,1.0,20/05/01,(SEAMATE Ve.1-DMI),,,12.0,,,고체식,4.0,전지식,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000481
3310,2018.0,8.0,30.0,안전사고,2018.09.04,군산 해망동,V,V,V,V,V,V,V,V,V,X,V,-,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,SEAMATE,1.0,20/05/01,,,,12.0,,,,4.0,,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,V,X,V,V,V,V,V,,,,,A00000481
3311,2018.0,11.0,28.0,부유물감김,"선체) 2015. 7.22./9.8
기관) 2015. 7.22.","해망동,해양조선소",V,V,X,V,V,V,V,V,V,V,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,15/09/08,,,,HYEL-111,1.0,15/09/08,,,,12.0,,,고체식,4.0,전지식,12.0,4.0,16/07/01,2.0,16/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,16/07/01,16/06/01,A00000481
3312,2018.0,11.0,28.0,부유물감김,"선체, 기관> 2017. 6.5",군산 해망동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,수압식,1.0,20/05/01,(SEAMATE Ve.1-DMI),,,12.0,,,고체식,4.0,전지식,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,V,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,V,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000481
3313,2018.0,11.0,28.0,부유물감김,2018.09.04,군산 해망동,V,V,V,V,V,V,V,V,V,X,V,-,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,SG-PB-028,1.0,17/05/17,,,,SEAMATE,1.0,20/05/01,,,,12.0,,,,4.0,,12.0,4.0,19/06/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,V,X,V,V,V,V,V,,,,,A00000481
3314,2009.0,8.0,25.0,기타,"2012. 4/27, 30","태평양금속,제일조선,어항단지",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3315,2009.0,8.0,25.0,기타,2010.8/3.8/4,남양조선소.국동항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3316,2009.0,8.0,25.0,기타,2013.07.16,국동항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3317,2009.0,9.0,19.0,충돌,"2012. 4/27, 30","태평양금속,제일조선,어항단지",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3318,2009.0,9.0,19.0,충돌,2010.8/3.8/4,남양조선소.국동항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3319,2009.0,9.0,19.0,충돌,2013.07.16,국동항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3320,2009.0,10.0,21.0,충돌,"2012. 4/27, 30","태평양금속,제일조선,어항단지",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3321,2009.0,10.0,21.0,충돌,2010.8/3.8/4,남양조선소.국동항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3322,2009.0,10.0,21.0,충돌,2013.07.16,국동항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,V,V,V,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000482
3323,2017.0,8.0,9.0,안전사고,2015.07.24,국동항,V,V,X,V,V,V,V,V,V,X,V,V,-,R,R,V,R,X,X,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,,,V,V,V,V,V,X,V,V,MTB-13,1.0,14/02/08,,,,JSQ-III,1.0,14/02/08,,,,13.0,,,,4.0,HS-12,13.0,4.0,18/06/01,2.0,18/07/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,18/06/01,18/07/01,A00000482
3324,2017.0,8.0,9.0,안전사고,2017.07.12.,여수 어항단지,V,V,X,V,V,V,V,V,V,X,V,V,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,,,V,V,V,V,V,X,V,V,팽창식(KHA-16),1.0,16/07/23,,,,Ve-1,1.0,19/07/01,,,,13.0,,,,4.0,HS-12,13.0,4.0,18/06/01,2.0,18/07/01,2.0,,,,,,,,X,V,,,,,9.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,18/06/01,18/07/01,A00000482
3325,2017.0,8.0,9.0,안전사고,2018.07.19.,여수 어항단지,V,V,X,V,V,V,V,V,V,X,V,V,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식(KHA-16),1.0,16/07/23,,,,Ve-1,1.0,19/07/01,,,,13.0,,,,4.0,HS-12,13.0,4.0,17/06/01,2.0,18/05/01,2.0,,,,,,,,X,V,,,,,7.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,20/06/01,21/05/01,A00000482
3326,2017.0,12.0,4.0,안전사고,2015.07.24,국동항,V,V,X,V,V,V,V,V,V,X,V,V,-,R,R,V,R,X,X,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,,,V,V,V,V,V,X,V,V,MTB-13,1.0,14/02/08,,,,JSQ-III,1.0,14/02/08,,,,13.0,,,,4.0,HS-12,13.0,4.0,18/06/01,2.0,18/07/01,2.0,,,,,,,,X,V,,,,,11.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,18/06/01,18/07/01,A00000482
3327,2017.0,12.0,4.0,안전사고,2017.07.12.,여수 어항단지,V,V,X,V,V,V,V,V,V,X,V,V,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,,,V,V,V,V,V,X,V,V,팽창식(KHA-16),1.0,16/07/23,,,,Ve-1,1.0,19/07/01,,,,13.0,,,,4.0,HS-12,13.0,4.0,18/06/01,2.0,18/07/01,2.0,,,,,,,,X,V,,,,,9.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,18/06/01,18/07/01,A00000482
3328,2017.0,12.0,4.0,안전사고,2018.07.19.,여수 어항단지,V,V,X,V,V,V,V,V,V,X,V,V,-,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식(KHA-16),1.0,16/07/23,,,,Ve-1,1.0,19/07/01,,,,13.0,,,,4.0,HS-12,13.0,4.0,17/06/01,2.0,18/05/01,2.0,,,,,,,,X,V,,,,,7.0,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,20/06/01,21/05/01,A00000482
3329,2018.0,8.0,18.0,충돌,"2018.06.14
",공동어시장,V,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,V,,,V,V,V,V,V,V,V,V,구명뗏목,1.0,17/05/01,,,,1회용,1.0,19/05/01,,,,33.0,,,고체식,4.0,점등식,33.0,4.0,19/03/01,2.0,19/03/01,2.0,,,,,,,,X,V,,,,,4.0,6.0,2.0,,,,,,,,,,V,V,V,V,V,V,X,V,V,X,X,X,V,V,V,N,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,v-pass,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,19/03/01,19/03/01,A00000483
3330,2017.0,10.0,9.0,기관손상,"2017.3/8, 3/24",울진 죽변항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,15/04/03,,,,HRU LR-1,1.0,18/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3331,2017.0,10.0,9.0,기관손상,"선,기: 2018.1/23",속초 청초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,17/04/21,,,,HRU LR-1,1.0,19/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,EPIRB,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,19/05/01,19/05/01,A00000484
3332,2017.0,10.0,9.0,기관손상,2017.12/12,울진 죽변,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,,,,,HRU LR-1,1.0,,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3333,2018.0,3.0,24.0,부유물감김,"2017.3/8, 3/24",울진 죽변항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,15/04/03,,,,HRU LR-1,1.0,18/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3334,2018.0,3.0,24.0,부유물감김,"선,기: 2018.1/23",속초 청초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,17/04/21,,,,HRU LR-1,1.0,19/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,EPIRB,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,19/05/01,19/05/01,A00000484
3335,2018.0,3.0,24.0,부유물감김,2017.12/12,울진 죽변,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,,,,,HRU LR-1,1.0,,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3336,2018.0,10.0,16.0,부유물감김,"2017.3/8, 3/24",울진 죽변항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,15/04/03,,,,HRU LR-1,1.0,18/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3337,2018.0,10.0,16.0,부유물감김,"선,기: 2018.1/23",속초 청초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,17/04/21,,,,HRU LR-1,1.0,19/04/01,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,EPIRB,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,19/05/01,19/05/01,A00000484
3338,2018.0,10.0,16.0,부유물감김,2017.12/12,울진 죽변,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,팽창식,1.0,,,,,HRU LR-1,1.0,,,,,10.0,,,,4.0,,10.0,4.0,19/05/01,2.0,19/05/01,2.0,,,,,,,,X,V,,,,,4.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,N,Y,N,,X,X,X,V,X,X,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,01/01/01,01/01/01,A00000484
3339,2010.0,3.0,15.0,기타,2008.05/27, 연안부두,V,V,V,V,V,V,V,V,V,X,X,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000485
